User-ID,ISBN,Book-Rating
277427,451191153,8
277427,451203593,10
277427,452284449,6
277427,553280368,9
277427,553571656,10
277427,553573926,10
277427,553574566,9
277427,553581929,9
277427,671528904,8
277427,671876821,8
277427,679731148,9
277427,679736042,5
277427,740723367,9
277427,743406176,8
277427,743412028,9
277427,743457943,8
277427,767903382,10
277427,786866845,10
277427,811802981,10
277427,836210263,10
277427,836217691,10
277427,836218515,10
277427,836218817,10
277427,836221192,10
277427,836221311,8
277427,836236688,10
277427,890876517,10
277427,898157803,10
277435,031215125X,8
277439,316666343,7
277439,345452550,5
277439,399149821,7
277439,671027360,7
277462,312195516,10
277466,380718340,7
277466,440226414,7
277466,553292722,8
277466,553571885,8
277469,553572997,9
277474,014038572X,5
277478,312113420,7
277478,312979533,7
277478,440213320,7
277478,752853694,10
277478,1558745718,8
277502,385482388,9
277506,553148001,10
277508,446609781,8
277509,1400030382,9
277517,452282152,8
277517,553272586,10
277519,895261901,10
277523,312289723,10
277523,316603570,10
277523,316693200,10
277523,345452577,10
277523,345452593,10
277523,385508042,10
277523,385510438,10
277523,039915180X,10
277523,440241537,10
277523,446530891,10
277523,446613843,10
277523,515133302,10
277523,671886665,10
277523,684835983,10
277523,743206045,10
277523,1558744150,10
277527,316777722,10
277527,679439382,7
277527,679723161,8
277529,64400557,8
277532,1550544683,7
277533,452268060,7
277533,679734775,6
277535,316601950,9
277535,034543739X,7
277547,3404149114,3
277554,345392825,9
277554,345435168,3
277554,452268060,5
277562,140043519,9
277568,553583956,5
277575,142004235,5
277575,446301582,9
277575,446608262,9
277586,312202318,2
277588,8408039369,6
277589,425125467,8
277589,553263226,9
277598,375707972,8
277601,312421273,3
277601,679771476,7
277619,618002219,8
277622,671025368,10
277623,002542730X,5
277623,28604199,9
277623,786890436,4
277623,1400031346,8
277623,1400031354,8
277629,380018179,8
277629,385472943,8
277629,425116840,6
277629,440241073,8
277629,671000306,7
277629,671000314,8
277629,671026682,7
277629,671795740,9
277633,553245694,7
277639,034539657X,8
277639,380731851,6
277639,425142485,7
277639,425147363,8
277639,042516098X,5
277639,440211727,8
277639,440214041,9
277639,451162145,8
277639,553297260,8
277639,553579754,7
277639,812543262,8
277641,452277337,8
277647,067976397X,8
277648,679745580,8
277651,743225406,8
277662,051510566X,5
277662,743206061,4
277662,087542127X,5
277665,3453007867,9
277682,60096209,7
277691,446607657,9
277696,449208281,9
277698,316769487,6
277710,61015725,4
277710,425192032,9
277710,446611638,5
277710,446613843,6
277710,451208765,10
277710,553582763,6
277711,553282980,5
277711,1573227889,10
277722,61031070,7
277722,449005615,10
277722,804114986,8
277728,451167783,7
277737,440217520,8
277740,185326086X,10
277743,446310786,9
277744,61031550,8
277744,312421273,7
277744,345339681,3
277744,345377443,8
277744,440235162,5
277744,929634063,10
277744,1551660717,8
277752,316666343,7
277752,679734775,8
277759,553211404,7
277761,385502532,8
277764,399501487,9
277765,553272535,8
277776,345339681,7
277778,61097314,8
277783,380778556,8
277788,440407524,8
277794,440967694,8
277802,553210793,6
277803,142001740,8
277807,345443284,5
277808,553272535,9
277817,425173755,10
277823,140345353,8
277827,380778556,9
277828,380778556,8
277844,140345353,8
277873,395977894,10
277873,042518336X,5
277873,553575538,6
277873,767903579,7
277877,425126064,5
277879,671759361,8
277884,380789019,7
277898,1558744606,8
277901,446672211,7
277901,446675059,7
277901,452282152,8
277903,440226430,8
277904,006019491X,7
277911,399138250,10
277913,452284937,4
277915,452269571,8
277915,671510053,7
277919,451206460,9
277922,345384377,7
277922,440225701,6
277922,446609943,7
277922,553580191,9
277922,553582917,10
277923,385492081,9
277928,385301499,8
277928,679751602,10
277928,679764925,8
277928,767915062,9
277928,804105820,9
277929,553561537,9
277937,60934417,9
277937,316168815,7
277937,316785261,6
277937,452283205,7
277937,452283868,6
277937,684848406,6
277937,743225325,6
277937,743237188,7
277938,446672211,9
277938,743437802,9
277945,312974256,6
277945,312983301,6
277945,446610550,7
277945,451203771,8
277945,515121843,7
277945,051512317X,7
277945,515124214,7
277945,515134384,7
277945,515136263,7
277945,515136379,7
277945,515137111,8
277958,142001740,9
277959,156027321,8
277959,553802542,7
277959,743204697,10
277959,767905385,6
277965,316789089,5
277965,399141464,8
277965,399145087,7
277965,446526126,8
277965,679457526,9
277965,684874350,10
277965,786866845,9
277965,786881852,7
277965,895261901,10
277969,446527785,8
277975,440216818,9
277982,743420373,8
277982,1853260282,5
277984,345386108,10
277984,446611778,10
277989,1558745157,6
277997,067976402X,8
278007,316601950,6
278007,034543479X,8
278007,374480095,8
278007,446670251,6
278007,804115761,7
278024,375757597,1
278026,61009059,8
278026,61031410,8
278026,61094129,8
278026,312983433,8
278026,380731851,5
278026,380820889,8
278026,038533558X,9
278026,446527041,8
278026,446612510,8
278026,449006522,8
278026,449219364,6
278026,449221512,5
278026,449227545,3
278026,451202473,7
278026,451204301,8
278026,451206525,8
278026,515130389,8
278026,553582364,6
278026,671001795,8
278026,684810387,8
278026,743206045,7
278026,786889667,5
278026,1551667517,7
278044,553564528,7
278048,316569321,7
278048,345435168,5
278064,725107251,8
278075,044900371X,7
278075,452282152,8
278079,385486804,8
278079,440236053,5
278085,374270325,7
278100,425144062,8
278100,451160916,8
278106,140244824,9
278107,446605239,8
278112,385472951,8
278112,440236665,7
278112,515118230,6
278119,044661162X,9
278122,375727345,10
278131,60958022,8
278137,60002492,7
278137,61057894,9
278137,345337662,7
278137,380600129,8
278137,440940001,8
278137,446606812,7
278137,515094978,8
278137,553287532,9
278137,670894508,4
278137,671434225,8
278137,671525808,9
278137,804106304,8
278137,1558744150,9
278137,1558745017,8
278139,325722575X,8
278148,671010123,8
278159,385318073,5
278160,044022425X,8
278162,059035342X,10
278172,380817144,7
278176,971880107,9
278185,60198346,7
278185,142000205,4
278188,156005891,8
278188,373218192,7
278188,373244487,6
278188,373484003,7
278188,440122090,4
278188,044022103X,8
278188,440223571,9
278188,440225701,9
278188,446603589,9
278188,515124621,8
278188,671644475,5
278188,743410181,6
278188,080410946X,8
278194,20532105,10
278194,60926317,8
278194,156011042,7
278194,345423135,9
278194,385334923,7
278194,385498802,4
278194,440212723,9
278194,440241537,7
278194,451209907,5
278194,452284449,8
278194,051512219X,4
278194,553582364,6
278194,671683993,8
278194,802139256,6
278197,553574671,7
278200,553268937,7
278202,60198346,3
278202,014025448X,2
278202,385319568,9
278202,385324057,3
278202,385497466,3
278202,399148019,3
278202,446527017,1
278202,446527130,8
278202,671510126,10
278202,743206029,8
278218,60977493,7
278218,140039589,7
278220,671003755,8
278221,440216745,7
278221,446613436,7
278221,553582755,9
278221,671027123,8
278221,743460529,8
278221,804106304,9
278238,039480029X,10
278243,156027321,8
278243,156711427,8
278243,375725784,7
278243,671510053,8
278251,044020562X,7
278254,671027360,8
278255,440241162,8
278257,451153553,8
278257,451170385,9
278259,451163494,9
278259,451173139,10
278297,743418719,9
278300,345447832,7
278314,385319959,7
278314,399146431,7
278314,679445315,7
278314,1573221775,2
278325,440214041,7
278333,440225701,10
278336,312275420,9
278342,671510053,8
278342,743225406,8
278346,345334531,6
278346,051513287X,6
278350,312195516,9
278356,312265859,7
278356,312965338,8
278356,374270325,9
278356,439064872,8
278356,439136369,10
278356,439139600,10
278356,043935806X,10
278356,671016768,8
278361,671868691,7
278388,786886323,8
278390,380730847,7
278390,399147195,7
278390,425182908,4
278390,440236053,7
278390,553569058,9
278390,671027360,7
278390,671683993,10
278390,688152449,7
278390,080410753X,9
278401,3426600218,9
278411,446610542,8
278418,345369335,7
278418,394800168,10
278418,394820371,8
278418,042513525X,5
278418,425140032,5
278418,425178102,7
278418,042518630X,7
278418,440184622,7
278418,440207622,7
278418,515130389,8
278418,515131229,8
278418,786862572,5
278422,60935464,9
278422,385475721,8
278422,671027360,6
278435,3453146972,9
278446,743418190,6
278449,312978340,8
278465,440217466,10
278469,316569321,7
278469,446679593,6
278469,743237188,7
278475,60185147,7
278483,380731851,8
278487,553578693,10
278492,316158720,7
278500,425167720,5
278520,316693251,8
278522,312955006,7
278522,425137937,7
278522,440225590,7
278522,515124060,7
278522,743225406,5
278525,394820371,10
278525,446518581,8
278534,044900371X,6
278535,61094129,10
278535,425178765,8
278535,425182878,9
278535,440221595,7
278535,446605484,10
278535,446610038,10
278535,446611212,9
278535,449003787,9
278535,449219461,8
278535,553213180,6
278535,553269216,8
278536,312113420,6
278536,874778883,6
278541,142001740,9
278541,1931561648,10
278543,446605239,5
278543,553096834,7
278545,440200989,9
278551,425129586,6
278551,590660543,5
278552,553573616,9
278552,671021001,7
278552,671510053,8
278554,60096195,9
278554,140293450,8
278554,152050167,10
278554,330375253,8
278554,345423097,10
278554,385730586,9
278554,752837613,9
278554,1853260282,7
278556,671028375,7
278561,446612545,7
278582,312980140,7
278582,312983298,3
278582,312983867,7
278582,312990456,5
278582,312991460,6
278582,345350499,10
278582,425163717,7
278582,425191583,8
278582,441478123,10
278582,449003183,8
278582,449221512,8
278582,451202503,10
278582,515136557,8
278582,671001795,8
278582,1400034779,10
278586,440224624,3
278586,446606812,5
278586,553575090,8
278601,767902890,8
278633,60987561,10
278633,140244824,7
278633,014028009X,2
278633,140296298,7
278633,142000205,7
278633,316096199,8
278633,316666343,9
278633,375703063,7
278633,439324599,9
278633,440226430,9
278633,440514428,9
278633,446679593,8
278633,449907481,6
278633,515131083,10
278633,553278355,8
278633,671038184,8
278633,679425268,9
278633,684814994,10
278633,688162827,9
278633,688170528,8
278633,743225082,7
278633,1882723007,8
278641,765342294,9
278645,60959037,8
278648,515109509,5
278652,380820145,7
278653,446606812,6
278663,61097314,4
278663,440223202,10
278663,044023574X,7
278672,679731148,7
278683,446364495,1
278694,074341022X,8
278694,743437802,9
278698,440241073,10
278723,446607657,4
278724,679735909,8
278732,786867647,8
278740,446609404,8
278755,385492081,1
278760,399147772,7
278767,553574078,6
278773,140270590,7
278773,380731851,8
278773,553578316,3
278786,399146164,6
278798,316284955,7
278798,786868015,7
278800,312995423,9
278807,449223612,10
278818,743400526,9
278824,671014188,6
278828,671014196,8
278832,155874262X,10
278832,1558745718,10
278836,312983867,8
278843,60173289,9
278843,60517794,7
278843,014028009X,8
278843,142000205,9
278843,399146431,9
278843,440211263,7
278843,553274503,8
278843,059035342X,8
278843,679412956,8
278843,767902890,9
278843,786881852,8
278844,345387651,6
278846,60809833,8
278849,380698439,9
278851,439050006,5
278851,1558531025,8
278854,375703063,7
278854,042516098X,7
278854,553579606,8
9,452264464,6
16,345402871,9
17,891075275,6
17,891076182,3
19,375759778,7
26,446310786,10
26,449005615,9
32,60168013,8
39,553582909,8
39,671888587,7
42,553582747,7
44,440223571,8
51,440225701,9
56,671623249,7
75,1558531025,5
81,375410538,5
91,316769487,9
92,8445071408,7
97,671867156,7
99,312261594,8
99,451166892,3
114,446608653,9
114,446612545,9
114,446612618,8
114,451208080,8
114,553584383,9
114,671027360,10
125,679429220,10
129,316735736,7
165,60976845,9
165,61099325,4
165,446612545,5
169,446601640,7
178,451410319,6
185,380778556,10
224,446527165,8
226,671461494,8
228,385337639,7
228,039575514X,9
230,451206673,6
232,486284735,8
242,553278223,10
242,3257233051,9
243,60915544,10
243,60977493,7
243,316601950,9
243,316776963,9
243,375400117,10
243,385720106,7
243,425163407,9
243,044023722X,7
243,446364800,9
243,446606383,6
243,449006522,6
243,553580388,8
243,786863986,5
243,155874262X,5
244,60977493,7
244,60987103,8
244,151008116,9
244,525947647,9
244,804111359,8
244,155874262X,6
244,1558744150,6
254,60934700,9
254,66238501,5
254,142001740,9
254,380789035,10
254,380973650,9
254,399146431,9
254,439064864,9
254,439064872,9
254,439136350,9
254,439136369,9
254,439139597,9
254,451167317,8
254,451409256,7
254,451524934,9
254,451526341,8
254,553280325,8
254,590353403,9
254,618002219,9
254,671021001,7
256,440235502,9
256,044023722X,8
257,1573225487,8
272,60977477,7
280,316769487,7
300,312963009,5
332,380730138,6
334,1573228737,8
356,380728273,7
361,8433914545,8
367,449005615,9
383,380815923,10
383,385416342,10
383,517577402,10
383,743411269,5
387,451527747,10
388,60973897,8
388,60976845,3
388,006101351X,6
388,449002632,7
388,553569058,10
388,1573225126,5
388,1878424319,7
413,553210092,8
413,553258524,7
424,452277337,7
424,671021001,6
424,805063897,8
433,842329129,5
440,743424425,10
440,786868015,7
441,446610178,7
441,743229878,8
444,440235057,7
446,60932759,8
446,61000280,10
446,039914739X,3
446,081296666X,5
453,312278586,6
476,312288115,5
476,515118656,8
486,60976845,8
486,451202341,8
486,743418190,7
487,345441133,7
487,385335407,8
487,385490992,7
487,671888587,6
493,385472951,8
496,425182878,8
496,055356451X,8
499,743412621,10
503,140179836,10
503,385496095,10
503,440241006,10
503,068484267X,10
503,1558743669,10
505,006017143X,9
505,385306032,8
505,042517736X,7
505,671868713,8
505,805056491,9
507,60558865,8
507,140230165,7
507,142001740,10
507,451184718,9
507,553564528,7
507,553575538,7
507,553576801,7
507,055357695X,7
507,553583441,7
507,689710879,10
507,689710887,10
507,689710895,10
507,689711522,10
507,743260244,10
507,821772953,8
508,440122090,7
512,671525832,5
523,60930187,8
537,679450432,7
538,821775863,8
558,446364193,8
565,61042943,8
566,399144463,2
567,140185216,10
595,60083298,9
595,140293248,9
595,446610399,9
595,446672211,10
596,743213831,8
619,015600710X,8
619,316735027,6
619,193156146X,9
628,3442724686,5
638,151001006,10
638,316603287,9
638,316666343,10
638,316693006,10
638,316693200,9
638,316769487,10
638,316776963,10
638,316779423,10
638,316779490,9
638,316789089,10
638,316969443,10
638,385504209,10
638,385505833,10
638,425184129,9
638,446523569,10
638,446525502,9
638,446525537,9
638,446527793,10
638,446531332,10
638,609605925,8
638,609606727,8
638,670892963,7
638,671042556,9
638,679442790,10
638,679732241,9
638,688180639,9
638,743230051,9
638,743406176,10
638,1558747028,10
639,451176812,7
643,61092606,8
643,671894455,7
643,743222229,8
643,1853260002,2
643,2253063339,10
643,2253140872,8
649,375501347,7
651,60934719,8
651,345370740,7
651,425142485,6
651,679801146,4
651,786886463,7
657,038529929X,6
660,1573229571,8
677,345418778,8
685,743211383,10
695,451205421,7
709,64405052,9
709,015216250X,10
709,316666343,3
709,345391802,7
709,440219078,10
709,590897985,9
712,3404118960,5
714,451155750,7
717,671694049,7
726,451454243,10
735,038533334X,4
735,440222818,7
735,440224829,9
735,044661162X,9
735,515134368,9
746,394820371,8
756,553568760,5
757,034538184X,8
758,140620109,9
758,140620125,10
763,671510053,10
763,805062971,10
765,1573229385,8
769,60914653,10
771,345347536,10
774,055321313X,8
776,60529709,7
776,140274154,9
776,375704027,8
776,876850867,8
777,590484753,9
778,039914739X,10
780,449911004,10
785,743237188,5
786,553584510,6
786,553586122,3
805,60256672,10
805,60928336,7
805,140070206,9
805,140077022,10
805,014016930X,10
805,140253602,4
805,156027321,9
805,316777730,7
805,375501851,8
805,038001503X,10
805,039592720X,9
805,440215625,8
805,452282152,8
805,553268449,8
805,671003755,8
805,679732764,10
805,877733759,10
819,345384466,5
819,446364193,7
819,451124340,5
819,671726889,5
824,679734775,5
828,345409469,10
834,141001771,5
834,373250177,2
834,671027344,7
843,006019491X,8
843,66211611,8
853,140042520,8
853,345358791,5
853,345375211,9
882,64401847,10
882,64402967,5
882,373218400,5
882,373484224,7
882,380018179,10
882,385504209,10
882,425179672,10
882,440235162,10
882,515134368,6
882,515135062,6
882,517556278,8
882,553205587,9
882,553250426,10
882,553272586,5
882,553280589,10
882,553572997,10
882,679429220,9
882,067976402X,10
882,743457943,5
883,140266771,7
885,380002450,9
885,804106304,5
899,971880107,2
899,3257061269,9
900,60928336,9
903,876855575,9
913,140272658,8
915,156027321,10
929,312140940,8
929,345285549,5
929,345307674,5
929,385314744,7
929,439404371,8
929,440224624,6
929,451169530,6
929,553296981,10
929,671461494,8
929,671617028,8
938,385335482,9
941,553258001,9
965,805063889,9
999,441003257,7
1003,451202503,5
1008,312195516,9
1009,399149759,8
1009,671028375,10
1016,399146008,7
1021,60930535,10
1022,375702709,10
1022,044990928X,8
1024,60916508,7
1024,671038184,5
1025,60928336,5
1025,142000663,10
1025,380012863,8
1025,394404289,9
1025,552998001,9
1025,068484267X,9
1025,743225082,8
1031,345458915,7
1031,671027360,7
1032,006092988X,8
1032,038531258X,10
1032,446310786,10
1040,743225406,5
1048,553256696,9
1054,1400034779,8
1057,038533303X,6
1060,786885688,8
1063,345387007,5
1063,671880187,5
1075,142001740,10
1075,316666343,7
1075,375726403,7
1075,385504209,7
1075,553377868,9
1075,767902521,9
1075,1400034779,5
1082,1558744606,10
1083,014131088X,10
1083,345325818,10
1083,080410753X,7
1093,312983212,6
1108,385508417,7
1111,385510438,8
1113,385324057,9
1116,61030651,8
1116,006109594X,7
1116,031298250X,4
1116,425185710,6
1118,399144463,8
1118,671527215,9
1129,014025448X,7
1129,385472951,6
1129,385493800,6
1129,553377876,3
1131,60934417,8
1131,60976845,7
1131,61098361,7
1131,70212570,7
1131,312243022,8
1131,312983824,6
1131,345370805,7
1131,375703055,7
1131,385480016,9
1131,394758285,7
1131,440214424,8
1131,446672211,7
1131,446673544,5
1131,449149676,7
1131,451187903,7
1131,671004565,6
1131,671793489,7
1131,679772677,7
1131,743418174,7
1133,446611239,8
1140,671880187,10
1150,486280616,10
1155,373250223,8
1155,380814021,6
1155,380817683,10
1155,451409256,9
1155,671032658,9
1155,671689231,7
1161,61098795,5
1161,375725784,5
1167,60929596,10
1167,038533656X,5
1167,440217520,5
1167,440224675,8
1167,679450548,7
1167,743230213,7
1167,802135196,9
1169,375707425,6
1178,440940001,2
1180,812565959,10
1184,425163385,7
1184,553585118,3
1210,679731148,9
1211,385504209,9
1211,752853694,8
1214,380600129,8
1223,316693324,3
1235,345378490,9
1248,345367898,10
1248,449912558,10
1249,440226430,5
1249,671004565,8
1249,684835983,8
1250,385721358,8
1252,031231616X,8
1254,894805770,10
1254,089480829X,10
1259,62502174,7
1261,316776963,8
1261,345438329,6
1261,452282152,7
1261,688177751,8
1264,375707972,8
1279,872860175,5
1281,345446860,7
1293,446310492,10
1294,399145087,7
1297,60192119,8
1297,679731148,7
1297,836218256,7
1309,316969680,7
1309,425178765,10
1343,590660543,10
1359,399501487,7
1368,375411992,5
1376,345417623,8
1376,425177173,9
1376,042517736X,7
1377,440224764,8
1389,553572997,9
1396,380727501,10
1399,312423799,9
1399,037542217X,9
1409,373218192,8
1409,042517736X,9
1409,515120006,6
1409,515127396,5
1412,156027321,9
1412,345416260,9
1412,385486804,9
1412,385494785,9
1412,385512104,9
1424,60512822,7
1424,60930535,7
1424,61015725,8
1424,61097314,5
1424,142001430,7
1424,151002290,6
1424,156001314,8
1424,031215125X,7
1424,316291161,8
1424,380603764,6
1424,385720106,7
1424,039914255X,7
1424,671646575,8
1424,671776134,8
1424,743431014,7
1424,767902521,8
1424,804106304,6
1427,62502182,10
1433,743418174,3
1434,60175400,10
1435,60915544,10
1435,60977477,5
1435,345378490,5
1435,345387651,5
1435,399133143,5
1435,446611239,10
1435,446672211,8
1435,451183665,7
1435,451208765,4
1435,517149257,10
1435,671024248,4
1435,068484267X,8
1435,684848783,5
1435,684855631,9
1435,080410753X,10
1435,971880107,5
1435,155874262X,10
1435,1573221775,4
1436,044022165X,6
1436,451201558,9
1448,679459626,6
1467,671001701,7
1486,971880107,5
1489,385492081,8
1491,451524829,7
1504,345370775,8
1511,345391802,9
1511,425130215,7
1513,671510053,8
1515,671027344,9
1519,671028375,8
1530,044023722X,8
1535,067976402X,10
1539,1558532161,10
1548,312243022,8
1548,034540288X,5
1548,345425707,8
1548,345434692,7
1548,425167313,8
1548,451821971,7
1548,452282152,8
1548,553131893,8
1548,553258540,9
1548,765342294,8
1554,440237688,9
1558,374281602,9
1558,425167720,7
1559,60173289,10
1570,156787334,10
1585,316182540,7
1585,345413903,7
1585,446604658,6
1585,446611611,6
1585,449212602,8
1585,553282476,7
1585,553299506,7
1585,684867621,4
1586,590634275,7
1591,3257228007,10
1596,60002492,5
1596,385511612,6
1596,679426159,6
1597,316569321,7
1597,067169071X,7
1597,679732241,4
1608,449212602,10
1608,515090174,8
1608,515095826,8
1608,515111279,8
1617,385475713,7
1617,553268449,8
1619,440225701,9
1619,553280341,7
1619,553578693,7
1641,553375407,7
1650,804106304,10
1652,151006903,7
1652,385504209,7
1652,679744479,7
1660,553561618,6
1660,553582747,5
1660,671034022,6
1660,089480829X,7
1674,60975547,9
1674,345384466,7
1674,345416880,7
1674,375725784,10
1674,385483503,10
1674,038548951X,10
1674,393312801,10
1674,449912558,5
1674,553380958,10
1674,812505166,10
1688,515122491,5
1688,051512902X,5
1688,515131091,6
1706,345392825,5
1706,451524934,10
1718,743418174,8
1719,671027123,3
1721,449225151,9
1730,767905180,8
1733,61042005,9
1733,312983824,5
1733,316089699,5
1733,345447840,10
1733,373218400,9
1733,380775840,9
1733,425181111,7
1733,440168724,9
1733,446357405,7
1733,446364762,5
1733,446527130,7
1733,515118230,8
1733,051513287X,9
1733,553285947,7
1733,553574078,8
1733,059035342X,10
1733,671007696,9
1733,743412621,8
1733,971880107,1
1759,067164257X,8
1768,440226430,10
1773,804106304,9
1775,140348107,8
1790,375701427,8
1790,044022165X,5
1790,671793489,8
1791,380014300,8
1792,155874262X,8
1803,385504209,9
1805,60936363,7
1805,312195516,9
1805,038082101X,7
1812,312979479,9
1812,671708635,7
1830,553377884,6
1830,553572997,7
1838,425162788,9
1841,451208811,5
1848,61030651,5
1848,156027321,10
1848,345342968,10
1848,345348109,9
1848,345378482,8
1848,345417623,8
1848,451169530,5
1848,684818868,10
1848,786868716,10
1848,812550706,8
1869,425122123,8
1892,767902521,9
1898,60922532,8
1898,786864133,8
1903,316777730,10
1903,345409469,10
1903,385722192,2
1903,044022330X,6
1903,679430946,10
1903,812550706,10
1905,553274503,5
1928,316666343,10
1933,440226430,8
1949,425175405,8
1989,684862719,9
1996,140272658,8
2010,380796090,6
2010,440221420,5
2010,446604666,10
2010,451197879,8
2012,316154067,9
2012,345353145,8
2012,449221482,8
2012,553279912,10
2012,553348973,5
2012,670892963,2
2012,671023616,8
2018,446516538,5
2019,440211727,5
2019,440214041,5
2030,60191988,10
2030,62502174,10
2030,140298479,10
2030,394404289,10
2030,440108268,10
2030,044020562X,10
2030,1561706213,10
2033,60248025,10
2033,60256737,10
2033,140386645,8
2033,142000663,10
2033,316779059,10
2033,345337662,5
2033,399523308,6
2033,439064864,9
2033,439136350,9
2033,439139597,9
2033,043935806X,9
2033,451456718,10
2033,451456734,10
2033,051513628X,6
2033,553573136,8
2033,590353403,9
2033,671524313,6
2033,688149790,8
2033,765342987,10
2033,765345048,10
2033,786880007,8
2033,812532597,8
2033,812533313,10
2033,812533550,10
2033,812575717,10
2033,836204387,10
2033,836218256,9
2033,836218787,10
2033,836220889,10
2033,836221362,10
2033,920668372,10
2036,1573229326,9
2041,385416342,7
2041,385424736,7
2041,671617028,8
2041,068483376X,1
2060,380896931,9
2089,446605239,10
2090,380470845,8
2090,671646575,5
2097,60955775,9
2099,440224764,8
2103,385472951,9
2105,671004549,7
2106,553565915,8
2106,081297106X,6
2108,553572997,9
2109,055356160X,4
2110,60987529,7
2110,151008116,5
2110,015216250X,8
2110,345283929,10
2110,345307674,10
2110,345314255,10
2110,345317580,10
2110,345335287,10
2110,380570009,10
2110,451137965,9
2110,051512463X,8
2110,515127396,8
2110,515134384,5
2110,515136557,3
2110,059035342X,10
2110,671527215,9
2110,671532642,8
2115,515120618,7
2116,671004573,7
2119,971766711,5
2127,446605239,8
2132,60002050,8
2132,553583905,1
2136,399143335,8
2136,515134384,8
2139,142004235,8
2139,385335830,7
2139,515130389,10
2139,515135062,10
2139,553272837,10
2148,316182540,8
2152,037542217X,7
2152,375727132,7
2152,446612545,7
2169,743412028,7
2170,3442429439,7
2172,425169693,5
2178,452269571,5
2179,60392452,9
2179,312263120,8
2179,380815931,10
2179,385504209,10
2179,451458370,9
2179,451524934,8
2179,553373803,10
2179,590353403,10
2179,618002219,9
2179,886777844,9
2183,671021001,9
2189,141002077,6
2189,312243359,8
2197,312291639,9
2197,449702545,8
2197,1550223968,8
2198,451524934,10
2203,014043187X,7
2204,440211727,9
2216,3257218370,8
2218,425101452,8
2222,014018869X,9
2238,553348981,10
2250,684874350,8
2253,446611212,8
2255,316168688,8
2255,425175405,7
2255,452264790,8
2271,684874350,10
2276,61030643,8
2276,61099155,9
2276,312983220,8
2276,312989385,10
2276,345379144,10
2276,345404793,9
2276,345423615,9
2276,345447867,9
2276,380002930,9
2276,380542625,10
2276,038072880X,9
2276,385505833,5
2276,399146725,10
2276,425119653,8
2276,425172546,9
